,ÓÃ»§Âë,userId
377,15416,377
378,15733,378
379,14934,379
380,15067,380
381,15622,381
382,15104,382
383,15643,383
384,15031,384
385,15636,385
386,15087,386
387,15053,387
388,15393,388
389,15220,389
390,14995,390
391,15681,391
392,15675,392
393,15400,393
394,14903,394
395,15572,395
396,15554,396
397,14915,397
398,15026,398
399,14817,399
400,15869,400
401,15234,401
402,15764,402
403,15806,403
404,15819,404
405,15944,405
406,14730,406
407,15206,407
408,15071,408
409,14936,409
410,15367,410
411,15632,411
412,14854,412
413,15308,413
414,14930,414
415,14727,415
416,15049,416
417,15918,417
418,15671,418
419,14962,419
420,15125,420
421,15493,421
422,16005,422
423,15388,423
424,15047,424
425,15106,425
426,15150,426
427,15793,427
428,15182,428
429,15381,429
430,15030,430
431,14840,431
432,15433,432
433,15648,433
434,15861,434
435,15695,435
436,15483,436
437,15019,437
438,15703,438
439,14693,439
440,15140,440
441,15408,441
442,15445,442
443,15452,443
444,14762,444
445,15669,445
446,15855,446
447,14875,447
448,15132,448
449,15437,449
450,14711,450
451,15457,451
452,15410,452
453,15449,453
454,14870,454
455,15245,455
456,15644,456
457,15651,457
458,15178,458
459,15815,459
460,14758,460
461,15045,461
462,15083,462
463,15249,463
464,15624,464
465,15068,465
466,14851,466
467,15906,467
468,15521,468
469,15674,469
470,15424,470
471,15364,471
472,15980,472
473,15832,473
474,15528,474
475,14790,475
476,14890,476
477,14818,477
478,14957,478
479,14886,479
480,14852,480
481,15691,481
482,15223,482
483,15289,483
484,15756,484
485,14747,485
486,14719,486
487,15442,487
488,15244,488
489,15145,489
490,15917,490
491,15201,491
492,14964,492
493,14912,493
494,15530,494
495,15754,495
496,15800,496
497,14981,497
498,15119,498
499,14924,499
500,15109,500
501,14958,501
502,15775,502
503,15665,503
504,15655,504
505,15214,505
506,15737,506
507,15414,507
508,15935,508
509,15251,509
510,14844,510
511,15212,511
512,14998,512
513,14931,513
514,15230,514
515,15134,515
516,14834,516
517,15147,517
518,15813,518
519,15135,519
520,14700,520
521,15027,521
522,15985,522
523,15172,523
524,15745,524
525,15491,525
526,15265,526
527,15625,527
528,15508,528
529,15594,529
530,15717,530
531,15225,531
532,15436,532
533,14905,533
534,14868,534
535,15517,535
536,15912,536
537,14759,537
538,15108,538
539,15237,539
540,15891,540
541,15768,541
542,15143,542
543,14973,543
544,15952,544
545,15210,545
546,15376,546
547,15582,547
548,15976,548
549,15128,549
550,14948,550
551,14697,551
552,15668,552
553,15757,553
554,15258,554
555,15552,555
556,15561,556
557,15117,557
558,15704,558
559,16007,559
560,14699,560
561,15865,561
562,15063,562
563,14691,563
564,14920,564
565,15729,565
566,14731,566
567,15187,567
568,14883,568
569,14681,569
570,14988,570
571,15489,571
572,16006,572
573,14853,573
574,15826,574
575,15907,575
576,14873,576
577,14689,577
578,15440,578
579,15333,579
580,14888,580
581,15730,581
582,15123,582
583,15116,583
584,15630,584
585,16008,585
586,15599,586
587,14859,587
588,15791,588
589,15095,589
590,14837,590
591,14682,591
592,14921,592
593,15292,593
594,15705,594
595,15434,595
596,15734,596
597,15314,597
598,15042,598
599,15804,599
600,14705,600
601,14816,601
602,15852,602
603,15402,603
604,14823,604
605,15897,605
606,15925,606
607,15863,607
608,14819,608
609,15163,609
610,15124,610
611,15184,611
612,15405,612
613,14891,613
614,15453,614
615,15152,615
616,15462,616
617,15349,617
618,15073,618
619,15386,619
620,15969,620
621,15743,621
622,15609,622
623,15238,623
624,14963,624
625,15252,625
626,15679,626
627,15267,627
628,15411,628
629,15098,629
630,14984,630
631,16018,631
632,14704,632
633,15036,633
634,15069,634
635,14997,635
636,15585,636
637,15219,637
638,15014,638
639,14765,639
640,15909,640
641,15334,641
642,14820,642
643,15700,643
644,15076,644
645,15921,645
646,15747,646
647,15840,647
648,15016,648
649,14808,649
650,15825,650
651,15389,651
652,15280,652
653,15507,653
654,14960,654
655,15412,655
656,15041,656
657,15130,657
658,15253,658
659,15850,659
660,15186,660
661,14795,661
662,15537,662
663,15578,663
664,15584,664
665,16009,665
666,15007,666
667,15505,667
668,16012,668
669,15901,669
670,14918,670
671,15920,671
672,15467,672
673,14690,673
674,15051,674
675,15895,675
676,15795,676
677,14847,677
678,14862,678
679,15256,679
680,14716,680
681,14857,681
682,15306,682
683,15839,683
684,15004,684
685,14722,685
686,15369,686
687,15802,687
688,15623,688
689,15829,689
690,15232,690
691,15506,691
692,15372,692
693,15618,693
694,15261,694
695,15105,695
696,14855,696
697,15639,697
698,15118,698
699,15746,699
700,15942,700
701,15120,701
702,15149,702
703,15776,703
704,14885,704
705,15438,705
706,14947,706
707,14937,707
708,15342,708
709,15374,709
710,15089,710
711,14972,711
712,14768,712
713,15254,713
714,15205,714
715,14720,715
716,15198,716
717,15247,717
718,15494,718
719,15608,719
720,15469,720
721,15683,721
722,15706,722
723,15480,723
724,15315,724
725,15653,725
726,15786,726
727,15541,727
728,15472,728
729,15396,729
730,14712,730
731,14772,731
732,15701,732
733,15313,733
734,15801,734
735,15263,735
736,14687,736
737,15663,737
738,15074,738
739,15325,739
740,14869,740
741,15866,741
742,15690,742
743,14965,743
744,15136,744
745,15307,745
746,15488,746
747,14824,747
748,15652,748
749,15035,749
750,15782,750
751,15533,751
752,15216,752
753,15522,753
754,15343,754
755,14753,755
756,15933,756
757,15103,757
758,15707,758
759,15272,759
760,15322,760
761,15573,761
762,14894,762
763,15466,763
764,15511,764
765,15417,765
766,15099,766
767,15975,767
768,15523,768
769,15947,769
770,15504,770
771,15500,771
772,15341,772
773,15888,773
774,14951,774
775,14780,775
776,14887,776
777,15399,777
778,15239,778
779,15603,779
780,15571,780
781,15484,781
782,15398,782
783,15744,783
784,15714,784
785,15763,785
786,15075,786
787,15807,787
788,15762,788
789,15475,789
790,15978,790
791,15429,791
792,14757,792
793,14806,793
794,15154,794
795,14908,795
796,15958,796
797,15492,797
798,15243,798
799,15344,799
800,15568,800
801,15348,801
802,15175,802
803,15050,803
804,15949,804
805,15565,805
806,15593,806
807,15287,807
808,15185,808
809,15774,809
810,14815,810
811,15091,811
812,15088,812
813,15930,813
814,15255,814
815,15739,815
816,15276,816
817,15127,817
818,15837,818
819,15264,819
820,15937,820
821,15766,821
822,15300,822
823,14792,823
824,15297,824
825,15612,825
826,15787,826
827,15821,827
828,14801,828
829,15193,829
830,15473,830
831,15330,831
832,15553,832
833,15886,833
834,14710,834
835,14975,835
836,14856,836
837,15478,837
838,14910,838
839,15994,839
840,15113,840
841,15335,841
842,15066,842
843,14830,843
844,15355,844
845,15598,845
846,15637,846
847,15678,847
848,15327,848
849,14861,849
850,15604,850
851,15610,851
852,15853,852
853,14698,853
854,15803,854
855,15006,855
856,14799,856
857,15814,857
858,14923,858
859,15836,859
860,14967,860
861,15286,861
862,16015,862
863,15728,863
864,15740,864
865,15677,865
866,15000,866
867,16017,867
868,15427,868
869,15022,869
870,15592,870
871,15277,871
872,15516,872
873,14764,873
874,15142,874
875,15844,875
876,15345,876
877,15963,877
878,15158,878
879,15320,879
880,15993,880
881,15948,881
882,15659,882
883,14752,883
884,14971,884
885,15096,885
886,15748,886
887,15054,887
888,15385,888
889,15444,889
890,15360,890
891,15667,891
892,15977,892
893,15423,893
894,15830,894
895,15275,895
896,15576,896
897,14974,897
898,15551,898
899,15010,899
900,15597,900
901,14882,901
902,15017,902
903,15156,903
904,15883,904
905,15526,905
906,15025,906
907,15870,907
908,14929,908
909,15957,909
910,15043,910
911,15153,911
912,14836,912
913,14968,913
914,15986,914
915,15450,915
916,15531,916
917,15463,917
918,14863,918
919,14789,919
920,15557,920
921,15692,921
922,15654,922
923,14788,923
924,14904,924
925,14902,925
926,15168,926
927,15458,927
928,14953,928
929,15009,929
930,15419,930
931,15758,931
932,15524,932
933,14725,933
934,14714,934
935,15720,935
936,15556,936
937,15269,937
938,15900,938
939,15432,939
940,15657,940
941,15435,941
942,15621,942
943,15368,943
944,14793,944
945,14881,945
946,15988,946
947,14950,947
948,14860,948
949,15567,949
950,15645,950
951,15857,951
952,15274,952
953,15115,953
954,15699,954
955,15877,955
956,15634,956
957,14785,957
958,15725,958
959,15428,959
960,14756,960
961,14703,961
962,15872,962
963,14966,963
964,14946,964
965,14954,965
966,14893,966
967,15721,967
968,15540,968
969,15619,969
970,15148,970
971,15783,971
972,15790,972
973,15060,973
974,14804,974
975,15904,975
976,15539,976
977,15773,977
978,15097,978
979,15992,979
980,15318,980
981,16000,981
982,15195,982
983,15471,983
984,15520,984
