,0,1,2,3,4,5,6,7,8,9
0,-0.007790953,-0.0070583816,-0.028391033,0.013260123,0.015021477,-0.015319004,-0.051654004,0.0033665097,0.006796331,-0.0063667875
1,0.14556803,-0.03189854,-0.071945004,0.13517973,-0.3328719,0.08915994,0.021257358,0.26051474,0.21421887,0.18702199
2,0.17909177,0.16578846,0.5060319,0.7720553,0.81725657,-0.0020120312,0.13679393,-0.30050704,-0.33106515,0.43065184
3,-0.55288297,3.2806487,3.3966665,1.4018358,3.8340862,1.7221437,-1.5772256,3.8416994,3.9419734,3.4359617
4,0.09442009,0.006770751,0.15312587,-0.0015115197,-0.13107713,-0.031075463,0.13924378,-0.0010309156,0.039664224,0.09144249
5,0.3290138,-0.16227311,0.18104824,-0.21414372,-0.5293781,0.026770646,0.33706743,0.4994241,-0.3448813,0.9071715
6,-0.0007126803,-0.091969304,0.10143167,-0.09024631,0.002608814,-0.0010221994,0.0619872,0.06327185,0.06363394,0.04354663
7,-0.22603673,-1.0172735,0.10834325,-0.88785213,0.9738595,0.5122916,1.1300466,0.6147055,-0.57594,0.6910676
8,0.024016077,0.014514018,0.0013310706,0.006995316,-0.05829714,-0.010777036,0.04498244,0.0047178734,0.035575844,0.043864377
9,-0.014031347,0.013185795,0.093336865,-0.07803248,0.023673905,0.053008597,0.1023517,-0.01759113,-0.056031976,0.16265972
10,-0.075656995,-0.18057685,0.13037366,-0.20746908,0.22008404,0.13105616,0.26715088,0.1291416,-0.21892191,0.08730285
11,0.03425232,0.17468521,0.19022436,-0.15953526,-0.16350554,-0.13699278,-0.019187436,0.07738311,-0.2614547,0.3017888
12,0.00060151477,-0.024523275,-0.041985232,0.017281605,-0.008170433,-0.025871094,-0.01946354,0.0005114155,-0.0051512467,-0.0026561818
13,0.025420133,-0.017865306,-0.055054814,0.041241035,-0.06218487,0.019886868,0.060354635,0.13053124,0.017860787,-0.0072310045
14,-0.0036348496,-0.042022623,-0.060068186,0.03497017,-0.012766224,0.0038073952,-0.024285961,0.03128852,-0.0017866709,-0.019779839
15,0.009268117,-0.0547504,-0.048535183,0.0560306,-0.03715651,-0.0075445636,-0.00012642247,0.05510992,0.009843355,-0.0049027726
16,0.013749204,0.03201053,0.02323158,-0.021443702,-0.06612726,0.06260241,0.042246256,-0.013485458,0.0032647594,0.14815466
17,0.07796614,-0.04783286,0.013389045,0.01234597,-0.075216696,-0.020245243,0.15079159,0.11957934,0.016241988,0.060339164
18,0.09589717,-0.076347314,0.02238799,0.014741731,-0.1436789,0.03510307,-0.043752395,0.20424423,-0.13600415,0.22777802
19,0.06889754,-0.13208757,-0.051502973,-0.0037128231,-0.012170983,0.012007793,0.00047736298,0.07258946,0.002473108,0.14207952
20,0.23481187,0.121043816,0.58434445,0.8674298,0.6313959,-0.46056062,0.76243347,-0.2379279,0.10696879,0.1347198
21,0.38922948,-0.005495845,0.22903378,0.012728072,-0.6009123,0.2624097,0.3493022,0.64319694,0.18666176,0.30841258
22,0.05958985,-0.23489109,0.074199446,-0.04720715,0.0148410555,0.035324078,0.1619988,0.122851975,-0.055011034,0.2668617
23,0.084020555,-0.33623818,-0.21207462,0.077106416,-0.10296668,0.20016457,0.034371585,0.3530152,-0.027219692,0.14305529
24,0.084719785,-0.047707614,0.0869512,-0.15459749,0.006757895,-0.008233991,0.07080531,0.040276945,-0.20155117,0.22120613
25,0.21300624,-0.27585748,0.1465767,0.1289165,0.23932336,-0.017722877,0.3683771,0.035383724,-0.08182886,0.29702652
26,-0.003515398,-0.01528404,-0.040582623,0.015068735,-0.00087068725,-0.022018505,-0.031942446,-0.0056057484,-0.015407244,-0.0041543506
